Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">有向无环图及其应用</span></div><h1>求关键路径</h1><div class=""q"">求关键路径的步骤：先按拓扑序列求出各事件的<span class=""blank"">______</span>ve，再按逆拓扑序列求出各事件的<span class=""blank"">______</span>vl，然后计算各<span class=""blank"">______</span>e=ve(j)和最迟开始时间l=vl(k)-dut(j,k)，最后找出e=l的关键活动，这些活动组成的从源点到汇点的最长路径即为关键路径。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">有向无环图及其应用</span></div><h1>求关键路径</h1><div class=""a"">求关键路径的步骤：先按拓扑序列求出各事件的<span class=""hit"">最早开始时间</span>ve，再按逆拓扑序列求出各事件的<span class=""hit"">最迟开始时间</span>vl，然后计算各<span class=""hit"">活动的最早开始时间</span>e=ve(j)和<span class=""hit"">最迟开始时间</span>l=vl(k)-dut(j,k)，最后找出e=l的关键活动，这些活动组成的从源点到汇点的最长路径即为关键路径。</div><div class=""ansbox"">挖空答案：<b>最早开始时间、最迟开始时间、活动的最早开始时间</b></div><div class=""pg"">教材页码：P243</div>"	图结构 简单应用 有向无环图及其应用 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>源点</h1><div class=""q"">在最短路径问题中，路径的开始<span class=""blank"">______</span>称为源点。在<span class=""blank"">______</span>问题中，从某个给定源点到图中其他各顶点的最短路径。在<span class=""blank"">______</span>中，源点指入度为0的事件点。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>源点</h1><div class=""a"">在最短路径问题中，路径的开始<span class=""hit"">顶点</span>称为源点。在<span class=""hit"">单源最短路径</span>问题中，从某个给定源点到图中其他各<span class=""hit"">顶点</span>的最短路径。在<span class=""hit"">AOE网</span>中，源点指入度为0的事件点。</div><div class=""ansbox"">挖空答案：<b>顶点、单源最短路径、AOE网</b></div><div class=""pg"">教材页码：P246</div>"	图结构 识记 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>终点</h1><div class=""q"">在最短<span class=""blank"">______</span>问题中，路径的目的<span class=""blank"">______</span>称为终点。给定图中的两个顶点A和B，B即为终点，求从<span class=""blank"">______</span>A到终点B的最短路径。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>终点</h1><div class=""a"">在最短<span class=""hit"">路径</span>问题中，<span class=""hit"">路径</span>的目的<span class=""hit"">顶点</span>称为终点。给定图中的两个<span class=""hit"">顶点</span>A和B，B即为终点，求从<span class=""hit"">源点</span>A到终点B的最短<span class=""hit"">路径</span>。</div><div class=""ansbox"">挖空答案：<b>路径、顶点、源点</b></div><div class=""pg"">教材页码：P246</div>"	图结构 识记 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>带权图中的路径长度</h1><div class=""q"">对于<span class=""blank"">______</span>，两个顶点之间的<span class=""blank"">______</span>定义为两顶点间路径上各边的<span class=""blank"">______</span>之和。路径长度不再是边的数目，而是权值的累加和。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>带权图中的路径长度</h1><div class=""a"">对于<span class=""hit"">带权图</span>，两个顶点之间的<span class=""hit"">路径长度</span>定义为两顶点间路径上各边的<span class=""hit"">权值</span>之和。<span class=""hit"">路径长度</span>不再是边的数目，而是<span class=""hit"">权值</span>的累加和。</div><div class=""ansbox"">挖空答案：<b>带权图、路径长度、权值</b></div><div class=""pg"">教材页码：P246</div>"	图结构 识记 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>单源最短路径</h1><div class=""q"">将求从某个<span class=""blank"">______</span>到图中其他各<span class=""blank"">______</span>的最短<span class=""blank"">______</span>的问题称为单源最短路径（single-source shortest path）问题。即已知图G=(V,E)，找出从某个给定源点v0∈V到V中其他任一顶点的最短路径。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>单源最短路径</h1><div class=""a"">将求从某个<span class=""hit"">源点</span>到图中其他各<span class=""hit"">顶点</span>的最短<span class=""hit"">路径</span>的问题称为单源最短<span class=""hit"">路径</span>（single-source shortest path）问题。即已知图G=(V,E)，找出从某个给定<span class=""hit"">源点</span>v0∈V到V中其他任一<span class=""hit"">顶点</span>的最短<span class=""hit"">路径</span>。</div><div class=""ansbox"">挖空答案：<b>源点、顶点、路径</b></div><div class=""pg"">教材页码：P247</div>"	图结构 识记 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>所有点对间的最短路径</h1><div class=""q"">所有点对间的最短路径是指求图中任意两个<span class=""blank"">______</span>之间的最短路径。可以通过将<span class=""blank"">______</span>对每个顶点分别执行一次来求得，也可以使用弗洛伊德（<span class=""blank"">______</span>）算法一次性求得所有点对间的最短路径。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">识记</span><span class=""chip c3"">最短路径</span></div><h1>所有点对间的最短路径</h1><div class=""a"">所有点对间的最短路径是指求图中任意两个<span class=""hit"">顶点</span>之间的最短路径。可以通过将<span class=""hit"">迪杰斯特拉算法</span>对每个<span class=""hit"">顶点</span>分别执行一次来求得，也可以使用弗洛伊德（<span class=""hit"">Floyd</span>）算法一次性求得所有点对间的最短路径。</div><div class=""ansbox"">挖空答案：<b>顶点、迪杰斯特拉算法、Floyd</b></div><div class=""pg"">教材页码：P249</div>"	图结构 识记 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">领会</span><span class=""chip c3"">最短路径</span></div><h1>迪杰斯特拉算法的求解过程</h1><div class=""q"">迪杰斯特拉（<span class=""blank"">______</span>）算法的求解过程：将顶点分为集合S（已求得最短路径）和V-S（未确定）。初始S={源点}，dist[i]为源点到各顶点的直接边<span class=""blank"">______</span>。每次从V-S中选dist最小的顶点u加入S，然后用u作为中间点更新V-S中各顶点的dist值。重复直到所有顶点加入S。<span class=""blank"">______</span>O(n²)。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">领会</span><span class=""chip c3"">最短路径</span></div><h1>迪杰斯特拉算法的求解过程</h1><div class=""a"">迪杰斯特拉（<span class=""hit"">Dijkstra</span>）算法的求解过程：将顶点分为集合S（已求得最短路径）和V-S（未确定）。初始S={源点}，dist[i]为源点到各顶点的直接边<span class=""hit"">权值</span>。每次从V-S中选dist最小的顶点u加入S，然后用u作为中间点更新V-S中各顶点的dist值。重复直到所有顶点加入S。<span class=""hit"">时间复杂度</span>O(n²)。</div><div class=""ansbox"">挖空答案：<b>Dijkstra、权值、时间复杂度</b></div><div class=""pg"">教材页码：P247</div>"	图结构 领会 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">领会</span><span class=""chip c3"">最短路径</span></div><h1>弗洛伊德算法的求解过程</h1><div class=""q"">弗洛伊德（<span class=""blank"">______</span>）算法的求解过程：设A(k)[i][j]表示从vi到vj中间顶点序号不大于k的最短路径长度。初始A(0)[i][j]=cost[i][j]（邻接矩阵）。对每个k，判断A(i-1)[i][k]+A(i-1)[k][j]是否小于A(i-1)[i][j]，若是则更新。三重循环，最终A(n)[i][j]即为<span class=""blank"">______</span>。<span class=""blank"">______</span>O(n³)。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">领会</span><span class=""chip c3"">最短路径</span></div><h1>弗洛伊德算法的求解过程</h1><div class=""a"">弗洛伊德（<span class=""hit"">Floyd</span>）算法的求解过程：设A(k)[i][j]表示从vi到vj中间顶点序号不大于k的最短路径长度。初始A(0)[i][j]=cost[i][j]（邻接矩阵）。对每个k，判断A(i-1)[i][k]+A(i-1)[k][j]是否小于A(i-1)[i][j]，若是则更新。三重循环，最终A(n)[i][j]即为<span class=""hit"">所有点对间的最短路径</span>。<span class=""hit"">时间复杂度</span>O(n³)。</div><div class=""ansbox"">挖空答案：<b>Floyd、所有点对间的最短路径、时间复杂度</b></div><div class=""pg"">教材页码：P250</div>"	图结构 领会 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">最短路径</span></div><h1>使用迪杰斯特拉算法求图的单源最短路径</h1><div class=""q"">使用<span class=""blank"">______</span>求<span class=""blank"">______</span>：初始化dist数组为源点到各顶点的直接边<span class=""blank"">______</span>，S={源点}。反复从V-S中选dist最小的顶点加入S，并以该顶点为中间点更新其余顶点的dist值（若dist[u]+cost[u][v]&lt;dist[v]则更新）。直到所有可达顶点都加入S。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">最短路径</span></div><h1>使用迪杰斯特拉算法求图的单源最短路径</h1><div class=""a"">使用<span class=""hit"">迪杰斯特拉算法</span>求<span class=""hit"">单源最短路径</span>：初始化dist数组为源点到各顶点的直接边<span class=""hit"">权值</span>，S={源点}。反复从V-S中选dist最小的顶点加入S，并以该顶点为中间点更新其余顶点的dist值（若dist[u]+cost[u][v]&lt;dist[v]则更新）。直到所有可达顶点都加入S。</div><div class=""ansbox"">挖空答案：<b>迪杰斯特拉算法、单源最短路径、权值</b></div><div class=""pg"">教材页码：P248</div>"	图结构 简单应用 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">最短路径</span></div><h1>使用弗洛伊德算法求图所有点对间的最短路径</h1><div class=""q"">使用<span class=""blank"">______</span>求<span class=""blank"">______</span>：以<span class=""blank"">______</span>cost为初始矩阵A(0)。依次以每个顶点k为中间顶点，对每对(i,j)判断经过k是否能缩短路径：若A[i][k]+A[k][j]&lt;A[i][j]，则A[i][j]=A[i][k]+A[k][j]。最终矩阵中每对顶点间的值即为最短路径长度。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">最短路径</span></div><h1>使用弗洛伊德算法求图所有点对间的最短路径</h1><div class=""a"">使用<span class=""hit"">弗洛伊德算法</span>求<span class=""hit"">所有点对间的最短路径</span>：以<span class=""hit"">邻接矩阵</span>cost为初始矩阵A(0)。依次以每个顶点k为中间顶点，对每对(i,j)判断经过k是否能缩短路径：若A[i][k]+A[k][j]&lt;A[i][j]，则A[i][j]=A[i][k]+A[k][j]。最终矩阵中每对顶点间的值即为最短路径长度。</div><div class=""ansbox"">挖空答案：<b>弗洛伊德算法、所有点对间的最短路径、邻接矩阵</b></div><div class=""pg"">教材页码：P251</div>"	图结构 简单应用 最短路径 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的基本概念</h1><div class=""q"">图的基本概念是本章重点，包括：图的定义（G=(V,E)，V为有限非空顶点集，E为边集）、图的分类（有向图/无向图/带权图）、顶点与边的关系（邻接、关联、度/入度/出度）、路径与回路（简单路径、回路、<span class=""blank"">______</span>）、连通性（连通图、<span class=""blank"">______</span>、<span class=""blank"">______</span>）等。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的基本概念</h1><div class=""a"">图的基本概念是本章重点，包括：图的定义（G=(V,E)，V为有限非空顶点集，E为边集）、图的分类（有向图/无向图/带权图）、顶点与边的关系（邻接、关联、度/入度/出度）、路径与回路（简单路径、回路、<span class=""hit"">简单回路</span>）、连通性（连通图、<span class=""hit"">连通分量</span>、<span class=""hit"">强连通图</span>）等。</div><div class=""ansbox"">挖空答案：<b>简单回路、连通分量、强连通图</b></div><div class=""pg"">教材页码：P207</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的邻接矩阵</h1><div class=""q"">图的邻接矩阵是本章重点<span class=""blank"">______</span>之一：用n阶矩阵表示图中各顶点间的邻接关系，有边处为1（或权值），无边处为0（或∞）。无向图邻接矩阵对称，有向图不一定对称。可方便判断边的存在和求<span class=""blank"">______</span>，<span class=""blank"">______</span>O(n²)，适合稠密图。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的邻接矩阵</h1><div class=""a"">图的邻接矩阵是本章重点<span class=""hit"">存储结构</span>之一：用n阶矩阵表示图中各顶点间的邻接关系，有边处为1（或权值），无边处为0（或∞）。无向图邻接矩阵对称，有向图不一定对称。可方便判断边的存在和求<span class=""hit"">顶点的度</span>，<span class=""hit"">空间复杂度</span>O(n²)，适合稠密图。</div><div class=""ansbox"">挖空答案：<b>存储结构、顶点的度、空间复杂度</b></div><div class=""pg"">教材页码：P212</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>邻接表及逆邻接表存储结构</h1><div class=""q"">邻接表及逆邻接表是本章重点的链式存储结构：邻接表由顶点数组和各顶点的邻接点单链表组成，<span class=""blank"">______</span>O(n+e)，适合稀疏图。逆邻接表将弧方向反转，便于求<span class=""blank"">______</span>。两者结合可方便地求出<span class=""blank"">______</span>和入度。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>邻接表及逆邻接表存储结构</h1><div class=""a"">邻接表及逆邻接表是本章重点的链式存储结构：邻接表由顶点数组和各顶点的邻接点单链表组成，<span class=""hit"">空间复杂度</span>O(n+e)，适合稀疏图。逆邻接表将弧方向反转，便于求<span class=""hit"">顶点的入度</span>。两者结合可方便地求出<span class=""hit"">顶点的出度</span>和入度。</div><div class=""ansbox"">挖空答案：<b>空间复杂度、顶点的入度、顶点的出度</b></div><div class=""pg"">教材页码：P213</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的基本操作的实现</h1><div class=""q"">图的基本操作的实现是本章重点：在<span class=""blank"">______</span>存储结构下实现创建图、输出图信息、查询边的<span class=""blank"">______</span>、查找第一个<span class=""blank"">______</span>和下一个邻接点、获取顶点数和边数等操作。关键在于通过邻接矩阵行/列扫描来定位邻接点。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的基本操作的实现</h1><div class=""a"">图的基本操作的实现是本章重点：在<span class=""hit"">邻接矩阵</span>存储结构下实现创建图、输出图信息、查询边的<span class=""hit"">权值</span>、查找第一个<span class=""hit"">邻接点</span>和下一个<span class=""hit"">邻接点</span>、获取顶点数和边数等操作。关键在于通过<span class=""hit"">邻接矩阵</span>行/列扫描来定位<span class=""hit"">邻接点</span>。</div><div class=""ansbox"">挖空答案：<b>邻接矩阵、权值、邻接点</b></div><div class=""pg"">教材页码：P215</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的深度优先搜索和广度优先搜索遍历算法</h1><div class=""q"">图的<span class=""blank"">______</span>和<span class=""blank"">______</span>遍历算法是本章重点：DFS类似先序遍历，用栈（递归）实现，尽可能深入后回溯；BFS类似层序遍历，用队列实现，由近及远逐层访问。两者<span class=""blank"">______</span>均为O(n²)（邻接矩阵）或O(n+e)（邻接表）。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的深度优先搜索和广度优先搜索遍历算法</h1><div class=""a"">图的<span class=""hit"">深度优先搜索</span>和<span class=""hit"">广度优先搜索</span>遍历算法是本章重点：DFS类似先序遍历，用栈（递归）实现，尽可能深入后回溯；BFS类似层序遍历，用队列实现，由近及远逐层访问。两者<span class=""hit"">时间复杂度</span>均为O(n²)（邻接矩阵）或O(n+e)（邻接表）。</div><div class=""ansbox"">挖空答案：<b>深度优先搜索、广度优先搜索、时间复杂度</b></div><div class=""pg"">教材页码：P221</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的生成树概念及求带权图的最小生成树的算法</h1><div class=""q"">图的<span class=""blank"">______</span>概念及求<span class=""blank"">______</span>最小生成树的算法是本章重点：生成树是连通图的极小连通子图（n个顶点n-1条边）。最小生成树是权值之和最小的生成树，由Prim算法（适合稠密图，O(n²)）和Kruskal算法（适合稀疏图，O(<span class=""blank"">______</span>)）求解。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的生成树概念及求带权图的最小生成树的算法</h1><div class=""a"">图的<span class=""hit"">生成树</span>概念及求<span class=""hit"">带权图</span>最小<span class=""hit"">生成树</span>的算法是本章重点：<span class=""hit"">生成树</span>是连通图的极小连通子图（n个顶点n-1条边）。最小<span class=""hit"">生成树</span>是权值之和最小的<span class=""hit"">生成树</span>，由Prim算法（适合稠密图，O(n²)）和Kruskal算法（适合稀疏图，O(<span class=""hit"">eloge</span>)）求解。</div><div class=""ansbox"">挖空答案：<b>生成树、带权图、eloge</b></div><div class=""pg"">教材页码：P226</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>有向无环图的概念</h1><div class=""q""><span class=""blank"">______</span>（DAG）的概念是本章重点：不存在回路的有向图称为有向无环图。DAG可用于描述工程中各子工程的先后关系，表示为AOV网（顶点表示活动）和<span class=""blank"">______</span>（边表示活动）。DAG是<span class=""blank"">______</span>和关键路径算法的基础。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>有向无环图的概念</h1><div class=""a""><span class=""hit"">有向无环图</span>（DAG）的概念是本章重点：不存在回路的有向图称为<span class=""hit"">有向无环图</span>。DAG可用于描述工程中各子工程的先后关系，表示为AOV网（顶点表示活动）和<span class=""hit"">AOE网</span>（边表示活动）。DAG是<span class=""hit"">拓扑排序</span>和关键路径算法的基础。</div><div class=""ansbox"">挖空答案：<b>有向无环图、AOE网、拓扑排序</b></div><div class=""pg"">教材页码：P236</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>求有向无环图的拓扑排序算法</h1><div class=""q"">求<span class=""blank"">______</span>的拓扑排序算法是本章重点：基于BFS策略——反复选入度为0的顶点输出并删除其出边（后继入度减1），直到全部输出或发现环。也可基于DFS策略——在DFS中顶点所有<span class=""blank"">______</span>都输出后才输出该顶点，再逆序即为<span class=""blank"">______</span>。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>求有向无环图的拓扑排序算法</h1><div class=""a"">求<span class=""hit"">有向无环图</span>的拓扑排序算法是本章重点：基于BFS策略——反复选入度为0的顶点输出并删除其出边（后继入度减1），直到全部输出或发现环。也可基于DFS策略——在DFS中顶点所有<span class=""hit"">邻接点</span>都输出后才输出该顶点，再逆序即为<span class=""hit"">拓扑序列</span>。</div><div class=""ansbox"">挖空答案：<b>有向无环图、邻接点、拓扑序列</b></div><div class=""pg"">教材页码：P237</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>求图的关键路径算法</h1><div class=""q"">求图的关键路径算法是本章重点：在<span class=""blank"">______</span>中，先按拓扑序列求各事件最早开始时间ve（向前递推取max），再按逆拓扑序列求各事件<span class=""blank"">______</span>vl（向后递推取min），然后计算各活动的e和l，e=l的活动为<span class=""blank"">______</span>，组成关键路径。关键路径长度为工程最短工期。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>求图的关键路径算法</h1><div class=""a"">求图的关键路径算法是本章重点：在<span class=""hit"">AOE网</span>中，先按拓扑序列求各事件最早开始时间ve（向前递推取max），再按逆拓扑序列求各事件<span class=""hit"">最迟开始时间</span>vl（向后递推取min），然后计算各活动的e和l，e=l的活动为<span class=""hit"">关键活动</span>，组成关键路径。关键路径长度为工程最短工期。</div><div class=""ansbox"">挖空答案：<b>AOE网、最迟开始时间、关键活动</b></div><div class=""pg"">教材页码：P242</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>迪杰斯特拉算法</h1><div class=""q"">迪杰斯特拉（<span class=""blank"">______</span>）算法是本章重点：按<span class=""blank"">______</span>不减的次序产生从源点到各顶点的最短路径。将顶点分为S（已确定最短路径）和V-S，每次从V-S中选dist最小的加入S，并更新其余顶点的dist。<span class=""blank"">______</span>O(n²)。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>迪杰斯特拉算法</h1><div class=""a"">迪杰斯特拉（<span class=""hit"">Dijkstra</span>）算法是本章重点：按<span class=""hit"">路径长度</span>不减的次序产生从源点到各顶点的最短路径。将顶点分为S（已确定最短路径）和V-S，每次从V-S中选dist最小的加入S，并更新其余顶点的dist。<span class=""hit"">时间复杂度</span>O(n²)。</div><div class=""ansbox"">挖空答案：<b>Dijkstra、路径长度、时间复杂度</b></div><div class=""pg"">教材页码：P247</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>弗洛伊德算法</h1><div class=""q"">弗洛伊德（<span class=""blank"">______</span>）算法是本章重点：通过三重循环，逐次允许以顶点k为中间点，比较A[i][k]+A[k][j]与A[i][j]的大小，取较小值更新。最终矩阵A中保存了所有点对间的最短<span class=""blank"">______</span>。算法简洁优雅，<span class=""blank"">______</span>O(n³)，适合求所有点对间的最短路径。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章重点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>弗洛伊德算法</h1><div class=""a"">弗洛伊德（<span class=""hit"">Floyd</span>）算法是本章重点：通过三重循环，逐次允许以顶点k为中间点，比较A[i][k]+A[k][j]与A[i][j]的大小，取较小值更新。最终矩阵A中保存了所有点对间的最短<span class=""hit"">路径长度</span>。算法简洁优雅，<span class=""hit"">时间复杂度</span>O(n³)，适合求所有点对间的最短路径。</div><div class=""ansbox"">挖空答案：<b>Floyd、路径长度、时间复杂度</b></div><div class=""pg"">教材页码：P249</div>"	图结构 本章重点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章难点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的各经典算法的求解过程</h1><div class=""q"">图的各经典算法的求解过程是本章难点：包括DFS和BFS的遍历过程、生成树和<span class=""blank"">______</span>的构造过程（Prim选边策略、Kruskal排序选边合并连通分量）、<span class=""blank"">______</span>过程（入度表维护）、<span class=""blank"">______</span>求解过程（ve/vl双向递推）、Dijkstra最短路径过程（S集合扩展和dist更新）、Floyd算法过程（中间点递推）。需理解每个算法每一步的操作依据。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章难点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>图的各经典算法的求解过程</h1><div class=""a"">图的各经典算法的求解过程是本章难点：包括DFS和BFS的遍历过程、生成树和<span class=""hit"">最小生成树</span>的构造过程（Prim选边策略、Kruskal排序选边合并连通分量）、<span class=""hit"">拓扑排序</span>过程（入度表维护）、<span class=""hit"">关键路径</span>求解过程（ve/vl双向递推）、Dijkstra最短路径过程（S集合扩展和dist更新）、Floyd算法过程（中间点递推）。需理解每个算法每一步的操作依据。</div><div class=""ansbox"">挖空答案：<b>最小生成树、拓扑排序、关键路径</b></div><div class=""pg"">教材页码：P252</div>"	图结构 本章难点 图的基本概念与基本操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章难点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>实现及时间复杂度分析</h1><div class=""q"">各算法的实现及时间复杂度分析是本章难点：DFS/BFS在<span class=""blank"">______</span>下为O(n²)、邻接表下为O(n+e)；Prim算法O(n²)适合稠密图；Kruskal算法O(<span class=""blank"">______</span>)适合稀疏图；Dijkstra算法O(n²)；Floyd算法O(n³)；拓扑排序和关键路径均为O(n+e)。需根据<span class=""blank"">______</span>和图的特性选择合适算法。</div>"	"<div class=""top""><span class=""chip c1"">章节：图结构</span><span class=""chip c2"">本章难点</span><span class=""chip c3"">图的基本概念与基本操作</span></div><h1>实现及时间复杂度分析</h1><div class=""a"">各算法的实现及时间复杂度分析是本章难点：DFS/BFS在<span class=""hit"">邻接矩阵</span>下为O(n²)、邻接表下为O(n+e)；Prim算法O(n²)适合稠密图；Kruskal算法O(<span class=""hit"">eloge</span>)适合稀疏图；Dijkstra算法O(n²)；Floyd算法O(n³)；拓扑排序和关键路径均为O(n+e)。需根据<span class=""hit"">问题规模</span>和图的特性选择合适算法。</div><div class=""ansbox"">挖空答案：<b>邻接矩阵、eloge、问题规模</b></div><div class=""pg"">教材页码：P252</div>"	图结构 本章难点 图的基本概念与基本操作 13003数据结构与算法
